,quad_ID,synchrony,site,SiteCluster,ecosystem,treatment,block,plot,subplot,web,transect,synchrony.Gross,sd,mu,CV,biomass_stability,biomass_stability2,year_count,season
27,core_black_4_NA_C_NA_E_NA_1,0.328773381,core_black,FivePoints,Desert grassland,C,NA,E,NA,4,NA,0.037863004,42.37472722,61.14755377,0.692991373,1.443019408,2.082305011,23,spring
28,core_black_4_NA_C_NA_E_NA_3,0.26818976,core_black,FivePoints,Desert grassland,C,NA,E,NA,4,NA,0.132606012,77.93911095,150.1304129,0.51914272,1.926252572,3.710448972,24,spring
29,core_black_4_NA_C_NA_N_NA_1,0.383191418,core_black,FivePoints,Desert grassland,C,NA,N,NA,4,NA,0.370002231,33.84349344,68.94088543,0.490905987,2.037049915,4.149572356,11,spring
30,core_black_4_NA_C_NA_NE_NA_1,0.526667215,core_black,FivePoints,Desert grassland,C,NA,NE,NA,4,NA,0.313158362,39.1724731,46.67065794,0.839338351,1.19141464,1.419468845,13,spring
31,core_black_4_NA_C_NA_NE_NA_3,0.417415731,core_black,FivePoints,Desert grassland,C,NA,NE,NA,4,NA,0.337765443,39.41491749,43.15897701,0.913249577,1.094990926,1.199005128,13,spring
32,core_black_4_NA_C_NA_NW_NA_1,0.778494515,core_black,FivePoints,Desert grassland,C,NA,NW,NA,4,NA,0.243559572,36.66788586,47.13715692,0.777897698,1.285516081,1.652551594,13,spring
33,core_black_4_NA_C_NA_NW_NA_3,0.58344638,core_black,FivePoints,Desert grassland,C,NA,NW,NA,4,NA,0.209843566,32.13392924,49.50197712,0.64914436,1.540489392,2.373107567,13,spring
34,core_black_4_NA_C_NA_S_NA_1,0.180190737,core_black,FivePoints,Desert grassland,C,NA,S,NA,4,NA,0.169438937,37.44997329,45.82788969,0.817187384,1.223709543,1.497465045,24,spring
35,core_black_4_NA_C_NA_S_NA_3,0.311896257,core_black,FivePoints,Desert grassland,C,NA,S,NA,4,NA,0.029230859,43.14298302,75.64733267,0.570317307,1.75340988,3.074446207,24,spring
36,core_black_4_NA_C_NA_W_NA_1,0.213793543,core_black,FivePoints,Desert grassland,C,NA,W,NA,4,NA,0.073983004,38.98804144,56.40457762,0.691221229,1.446714827,2.09298379,24,spring
37,core_black_4_NA_C_NA_W_NA_3,0.348187638,core_black,FivePoints,Desert grassland,C,NA,W,NA,4,NA,-0.028344767,80.10657669,77.00639633,1.040258738,0.961299303,0.92409635,24,spring
38,core_black_5_NA_C_NA_E_NA_1,0.26026948,core_black,FivePoints,Desert grassland,C,NA,E,NA,5,NA,0.140790013,56.98761849,88.32962394,0.645169944,1.549979211,2.402435554,24,spring
39,core_black_5_NA_C_NA_E_NA_3,0.435642804,core_black,FivePoints,Desert grassland,C,NA,E,NA,5,NA,0.201378835,55.35546463,77.46003361,0.714632592,1.399320449,1.958097718,24,spring
40,core_black_5_NA_C_NA_N_NA_1,0.329755937,core_black,FivePoints,Desert grassland,C,NA,N,NA,5,NA,0.173925909,28.64500699,46.40638228,0.617264384,1.620051351,2.62456638,24,spring
41,core_black_5_NA_C_NA_N_NA_3,0.250337675,core_black,FivePoints,Desert grassland,C,NA,N,NA,5,NA,0.253581246,35.59786916,79.18640955,0.449545185,2.224470493,4.948268973,24,spring
42,core_black_5_NA_C_NA_NE_NA_1,0.706262239,core_black,FivePoints,Desert grassland,C,NA,NE,NA,5,NA,0.368556029,31.76554614,42.12916396,0.754003715,1.326253412,1.758948114,13,spring
43,core_black_5_NA_C_NA_NE_NA_3,0.531825977,core_black,FivePoints,Desert grassland,C,NA,NE,NA,5,NA,0.320533223,33.00457392,45.19450879,0.730278408,1.369340774,1.875094155,13,spring
44,core_black_5_NA_C_NA_S_NA_1,0.356526197,core_black,FivePoints,Desert grassland,C,NA,S,NA,5,NA,0.066356194,17.12235838,22.15257554,0.772928563,1.293780626,1.673868309,24,spring
45,core_black_5_NA_C_NA_S_NA_3,0.320849314,core_black,FivePoints,Desert grassland,C,NA,S,NA,5,NA,0.062028584,43.68470144,77.17084832,0.566077766,1.766541736,3.120669706,24,spring
46,core_black_5_NA_C_NA_W_NA_1,0.532568443,core_black,FivePoints,Desert grassland,C,NA,W,NA,5,NA,0.09727167,37.41657716,63.68304587,0.587543775,1.702000843,2.896806869,24,spring
47,core_black_5_NA_C_NA_W_NA_3,0.359239745,core_black,FivePoints,Desert grassland,C,NA,W,NA,5,NA,0.259405678,56.11116188,77.78504177,0.721361853,1.386266817,1.921735687,23,spring
48,core_blue_1_NA_C_NA_E_NA_1,0.317712163,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,1,NA,0.099789739,73.22729944,97.38595807,0.751928727,1.329913281,1.768669335,21,spring
49,core_blue_1_NA_C_NA_E_NA_3,0.252360551,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,1,NA,0.142517441,16.9271018,25.57684415,0.661813541,1.510999606,2.28311981,21,spring
50,core_blue_1_NA_C_NA_N_NA_1,0.48060221,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,1,NA,0.251642605,37.02968527,26.90440061,1.376343067,0.726563038,0.527893848,21,spring
51,core_blue_1_NA_C_NA_N_NA_3,0.227921883,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,1,NA,0.193224866,25.70276135,29.22672769,0.879426586,1.137104582,1.29300683,21,spring
52,core_blue_1_NA_C_NA_W_NA_1,0.377101835,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,1,NA,0.364486707,20.86749322,30.66023584,0.680604459,1.469282175,2.158790111,20,spring
53,core_blue_1_NA_C_NA_W_NA_3,0.458564862,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,1,NA,0.26422935,24.5523597,38.77664416,0.633173918,1.579344903,2.494330323,20,spring
54,core_blue_2_NA_C_NA_E_NA_1,0.50105628,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,2,NA,0.207421198,23.63757545,29.48112614,0.801786721,1.24721447,1.555543935,21,spring
55,core_blue_2_NA_C_NA_E_NA_3,0.316227052,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,2,NA,0.080261196,34.58566403,37.45742553,0.923332652,1.083033291,1.172961109,21,spring
56,core_blue_2_NA_C_NA_N_NA_1,0.228607523,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,2,NA,0.262747845,15.5921161,24.77266197,0.629408181,1.588794094,2.524266673,21,spring
57,core_blue_2_NA_C_NA_N_NA_3,0.299547019,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,2,NA,0.193944529,16.85682518,28.37286678,0.5941178,1.683167884,2.833054126,21,spring
58,core_blue_2_NA_C_NA_W_NA_1,0.164902657,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,2,NA,0.19870469,35.12353452,56.53096207,0.621314997,1.609489558,2.590456639,21,spring
59,core_blue_2_NA_C_NA_W_NA_3,0.244769206,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,2,NA,0.085827278,25.23416103,28.82507777,0.875423866,1.14230379,1.304857948,21,spring
60,core_blue_3_NA_C_NA_E_NA_1,0.182450622,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,3,NA,0.12031672,21.34875214,32.80696766,0.650738354,1.536715937,2.361495872,21,spring
61,core_blue_3_NA_C_NA_E_NA_3,0.23904537,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,3,NA,0.224244634,20.82648421,31.33923435,0.664549873,1.504777956,2.264356698,21,spring
62,core_blue_3_NA_C_NA_N_NA_1,0.38145708,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,3,NA,0.272072476,35.04931535,38.86633809,0.901791038,1.108904345,1.229668847,21,spring
63,core_blue_3_NA_C_NA_N_NA_3,0.442667049,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,3,NA,0.198632232,21.43187795,23.15178249,0.925711787,1.080249829,1.166939693,21,spring
64,core_blue_3_NA_C_NA_W_NA_1,0.280799886,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,3,NA,0.253579856,21.14859194,25.82000173,0.819077867,1.220885144,1.490560536,21,spring
65,core_blue_3_NA_C_NA_W_NA_3,0.349777637,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,3,NA,0.267846079,27.94730845,37.93057681,0.736801568,1.357217525,1.84203941,21,spring
66,core_blue_4_NA_C_NA_E_NA_1,0.472702614,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,4,NA,0.253104284,34.4590074,61.32605413,0.56189833,1.779681388,3.167265843,21,spring
67,core_blue_4_NA_C_NA_E_NA_3,0.398259819,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,4,NA,0.244143873,19.09198673,28.66186343,0.666111147,1.501250961,2.253754448,21,spring
68,core_blue_4_NA_C_NA_N_NA_1,0.373687075,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,4,NA,0.192100507,16.37220093,18.60800816,0.879847042,1.136561189,1.291771337,21,spring
69,core_blue_4_NA_C_NA_N_NA_3,0.321758908,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,4,NA,0.32924139,15.06761901,23.87657281,0.631062889,1.584628122,2.511046285,21,spring
70,core_blue_4_NA_C_NA_W_NA_1,0.261352278,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,4,NA,0.211913658,25.71654001,24.85662729,1.034594907,0.966561881,0.93424187,21,spring
71,core_blue_4_NA_C_NA_W_NA_3,0.460418068,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,4,NA,0.355561067,25.29720427,28.96927991,0.873242426,1.14515737,1.311385401,21,spring
72,core_blue_5_NA_C_NA_E_NA_1,0.416245188,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,5,NA,0.277711399,26.93483509,19.95324954,1.34989717,0.740797167,0.548780443,21,spring
73,core_blue_5_NA_C_NA_E_NA_3,0.445189225,core_blue,BlueGrama,Plains grassland,C,NA,E,NA,5,NA,0.262574656,29.59574661,20.54151951,1.440776891,0.694069988,0.481733149,21,spring
74,core_blue_5_NA_C_NA_N_NA_1,0.538528988,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,5,NA,0.362850025,12.89340296,18.24250362,0.70677815,1.414871131,2.001860317,21,spring
75,core_blue_5_NA_C_NA_N_NA_3,0.429420502,core_blue,BlueGrama,Plains grassland,C,NA,N,NA,5,NA,0.330692595,22.68942237,25.23472835,0.899134798,1.11218029,1.236944997,21,spring
76,core_blue_5_NA_C_NA_W_NA_1,0.430011972,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,5,NA,0.267719253,19.65690676,22.41373541,0.877002713,1.140247328,1.300163969,21,spring
77,core_blue_5_NA_C_NA_W_NA_3,0.261906512,core_blue,BlueGrama,Plains grassland,C,NA,W,NA,5,NA,0.214171746,21.42104229,22.96847033,0.932628163,1.07223869,1.149695809,21,spring
78,core_creosote_1_NA_C_NA_E_NA_1,0.242732359,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,1,NA,0.045447995,17.27181531,23.09123463,0.747981457,1.336931539,1.78738594,23,spring
79,core_creosote_1_NA_C_NA_E_NA_3,0.516054982,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,1,NA,0.267281328,15.08999396,21.76207423,0.69340789,1.442152613,2.07980416,23,spring
80,core_creosote_1_NA_C_NA_N_NA_1,0.262210518,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,1,NA,0.132450052,15.86176059,21.66956678,0.731983281,1.366151422,1.866369707,24,spring
81,core_creosote_1_NA_C_NA_N_NA_3,0.466001045,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,1,NA,0.019883615,74.23678009,88.61010847,0.837791324,1.193614653,1.424715939,24,spring
82,core_creosote_1_NA_C_NA_S_NA_1,0.357361991,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,1,NA,0.100480684,35.40428047,55.34269899,0.639728114,1.563164065,2.443481895,23,spring
83,core_creosote_1_NA_C_NA_S_NA_3,0.56007257,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,1,NA,0.242866845,17.63463555,33.92565583,0.519802348,1.923808163,3.701037849,24,spring
84,core_creosote_1_NA_C_NA_W_NA_1,0.98452211,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,1,NA,0.473481928,90.78101957,33.63102525,2.699323583,0.370463181,0.137242968,18,spring
85,core_creosote_1_NA_C_NA_W_NA_3,0.734974093,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,1,NA,0.297736756,88.80640473,164.0736585,0.541259368,1.847543079,3.41341543,23,spring
86,core_creosote_2_NA_C_NA_E_NA_1,0.246756679,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,2,NA,0.09107408,66.67200642,133.4956703,0.499431976,2.002274679,4.009103892,24,spring
87,core_creosote_2_NA_C_NA_E_NA_3,0.940408627,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,2,NA,0.130741361,20.65536093,59.61834589,0.346459812,2.886337649,8.330945022,22,spring
88,core_creosote_2_NA_C_NA_N_NA_1,0.404926801,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,2,NA,0.174285252,10.62151219,14.50177773,0.732428285,1.365321385,1.864102484,24,spring
89,core_creosote_2_NA_C_NA_N_NA_3,0.303299354,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,2,NA,0.077527185,50.79244733,49.54298382,1.025219787,0.975400604,0.951406339,24,spring
90,core_creosote_2_NA_C_NA_S_NA_1,0.369254846,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,2,NA,0.001033684,8.610022365,9.525942443,0.903849925,1.106378362,1.22407308,23,spring
91,core_creosote_2_NA_C_NA_S_NA_3,0.289897608,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,2,NA,0.171946242,5.612640248,3.934815463,1.426404948,0.701063188,0.491489593,19,spring
92,core_creosote_2_NA_C_NA_W_NA_1,0.234088016,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,2,NA,0.068425834,33.86848538,58.74666802,0.576517554,1.73455256,3.008672584,24,spring
93,core_creosote_2_NA_C_NA_W_NA_3,0.366442434,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,2,NA,0.095206521,16.66666981,27.83937456,0.598672566,1.670362158,2.79010974,24,spring
94,core_creosote_3_NA_C_NA_E_NA_1,0.738904761,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,3,NA,0.347416719,76.02350336,151.1032943,0.503122739,1.98758657,3.950500375,24,spring
95,core_creosote_3_NA_C_NA_E_NA_3,0.372295793,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,3,NA,0.046394715,78.84473537,165.2368144,0.47716204,2.095724129,4.392059624,24,spring
96,core_creosote_3_NA_C_NA_N_NA_1,0.744932932,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,3,NA,0.501403546,5.864089373,5.085481631,1.153104032,0.867224441,0.752078232,24,spring
97,core_creosote_3_NA_C_NA_N_NA_3,0.443765404,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,3,NA,0.340370025,7.875563432,8.264996949,0.95288159,1.049448337,1.101341813,24,spring
98,core_creosote_3_NA_C_NA_S_NA_1,0.359758754,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,3,NA,0.084972623,29.49757779,36.91197222,0.799133073,1.251356043,1.565891947,24,spring
99,core_creosote_3_NA_C_NA_S_NA_3,0.579286866,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,3,NA,0.049706111,48.03880842,45.40061615,1.058109173,0.945082063,0.893180105,24,spring
100,core_creosote_3_NA_C_NA_W_NA_1,0.444811995,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,3,NA,0.095300026,54.92427261,83.82960842,0.655189421,1.52627617,2.329518946,24,spring
101,core_creosote_3_NA_C_NA_W_NA_3,0.443343416,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,3,NA,-0.003913335,16.1445281,16.79717001,0.961145722,1.04042496,1.082484098,24,spring
102,core_creosote_4_NA_C_NA_E_NA_1,0.631540715,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,4,NA,0.28725017,22.93027995,30.04981982,0.763075456,1.310486391,1.717374581,23,spring
103,core_creosote_4_NA_C_NA_E_NA_3,0.791701605,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,4,NA,0.055822755,52.22116193,102.8787798,0.507598963,1.970059186,3.881133197,24,spring
104,core_creosote_4_NA_C_NA_N_NA_1,0.300223702,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,4,NA,0.167242525,5.427152333,3.849227798,1.40993275,0.709253686,0.503040791,22,spring
105,core_creosote_4_NA_C_NA_N_NA_3,0.435482722,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,4,NA,0.134030031,61.07628293,118.8805222,0.5137619,1.946426936,3.788577816,24,spring
106,core_creosote_4_NA_C_NA_S_NA_1,0.247646671,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,4,NA,0.190036779,10.30768946,13.12193276,0.785531343,1.273023679,1.620589287,22,spring
107,core_creosote_4_NA_C_NA_S_NA_3,0.557528783,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,4,NA,0.004711373,44.85485012,52.5278562,0.85392501,1.171063019,1.371388595,23,spring
108,core_creosote_4_NA_C_NA_W_NA_1,0.339634094,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,4,NA,0.168490408,3.729129212,4.535701748,0.822172493,1.21628978,1.479360829,23,spring
109,core_creosote_4_NA_C_NA_W_NA_3,0.194046329,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,4,NA,0.217752523,151.2887655,388.3007517,0.389617493,2.566619871,6.587537562,24,spring
110,core_creosote_5_NA_C_NA_E_NA_1,0.586094182,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,5,NA,0.079489915,16.25343617,24.57087598,0.66149193,1.51173424,2.285340414,22,spring
111,core_creosote_5_NA_C_NA_E_NA_3,0.687322907,core_creosote,FivePoints,Desert shrubland,C,NA,E,NA,5,NA,0.233118404,168.1890588,203.6357906,0.825930738,1.210755278,1.465928342,23,spring
112,core_creosote_5_NA_C_NA_N_NA_1,0.721414229,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,5,NA,0.01795364,96.41371172,141.5528182,0.681114745,1.4681814,2.155556622,23,spring
113,core_creosote_5_NA_C_NA_N_NA_3,0.51740973,core_creosote,FivePoints,Desert shrubland,C,NA,N,NA,5,NA,0.125479791,114.3317769,217.1773713,0.526444243,1.899536395,3.608238516,24,spring
114,core_creosote_5_NA_C_NA_S_NA_1,0.845666475,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,5,NA,0.121128908,74.70061014,135.0766315,0.553023934,1.808240002,3.269731906,24,spring
115,core_creosote_5_NA_C_NA_S_NA_3,0.591244158,core_creosote,FivePoints,Desert shrubland,C,NA,S,NA,5,NA,0.167120431,30.40928118,39.38967816,0.772011415,1.295317634,1.677847774,22,spring
116,core_creosote_5_NA_C_NA_W_NA_1,0.489480012,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,5,NA,0.205324414,9.811108371,17.92924846,0.547212472,1.827443728,3.339550578,24,spring
117,core_creosote_5_NA_C_NA_W_NA_3,0.668047792,core_creosote,FivePoints,Desert shrubland,C,NA,W,NA,5,NA,0.165678737,82.4638078,157.4638887,0.523699805,1.909490877,3.64615541,24,spring
118,core_PJ_NA_A_C_NA_3_NA_1,0.91529807,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,A,0.01225572,199.3497417,253.1590871,0.787448493,1.26992433,1.612707804,19,spring
119,core_PJ_NA_A_C_NA_3_NA_2,0.234725967,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,A,-0.071033265,6.390728935,9.985527848,0.63999911,1.562502173,2.44141304,19,spring
120,core_PJ_NA_A_C_NA_3_NA_3,0.86015447,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,A,0.064393914,227.6748691,310.254106,0.73383354,1.36270686,1.856969987,19,spring
121,core_PJ_NA_A_C_NA_3_NA_4,0.454132336,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,A,0.263996016,29.71077208,54.2785482,0.547375954,1.826897936,3.337556069,19,spring
122,core_PJ_NA_A_C_NA_3_NA_5,0.943740775,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,A,0.187816752,75.76064628,70.91959943,1.068261057,0.936100772,0.876284654,19,spring
123,core_PJ_NA_B_C_NA_3_NA_1,0.423070745,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,B,-0.010751801,100.5914395,118.1224728,0.851585961,1.174279575,1.37893252,18,spring
124,core_PJ_NA_B_C_NA_3_NA_2,0.447700757,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,B,0.243642297,13.7604755,34.43892569,0.399561694,2.502742416,6.263719599,19,spring
125,core_PJ_NA_B_C_NA_3_NA_3,0.461123498,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,B,0.198698101,10.11904044,21.51698974,0.470281418,2.126386377,4.521519024,19,spring
126,core_PJ_NA_B_C_NA_3_NA_4,0.330778839,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,B,0.083854615,9.147824071,16.66978264,0.548766848,1.822267515,3.320658895,19,spring
127,core_PJ_NA_B_C_NA_3_NA_5,0.505283278,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,B,0.273363088,8.4308406,17.80340069,0.473552258,2.111699358,4.45927418,19,spring
128,core_PJ_NA_C_C_NA_3_NA_1,0.323506115,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,C,0.228769908,4.271276196,7.531480496,0.567123051,1.763285761,3.109176674,19,spring
129,core_PJ_NA_C_C_NA_3_NA_2,0.266991464,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,C,-0.047305232,13.10272364,14.80085724,0.885267889,1.129601573,1.275999715,19,spring
130,core_PJ_NA_C_C_NA_3_NA_3,0.991790298,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,C,-0.125810731,209.7363153,271.492305,0.772531344,1.29444586,1.675590084,15,spring
131,core_PJ_NA_C_C_NA_3_NA_4,0.432489331,core_PJ,CerroMontosa,Pinon woodland,C,NA,3,NA,NA,C,0.269637381,7.0466135,14.90726685,0.472696543,2.115522136,4.475433909,19,spring
