"","web_ID","synchrony","site","SiteCluster","ecosystem","web","transect","synchrony.Gross","sd","mu","CV","biomass_stability","biomass_stability2","year_count","season"
"26","core_black_3_NA",0.746567194926084,"core_black","FivePoints","Desert grassland",3,NA,0.347423819960702,65.4243188805719,120.196869329312,0.544309674999304,1.83718946388612,3.37526512621417,10,"fall"
"27","core_black_4_NA",0.10477552796221,"core_black","FivePoints","Desert grassland",4,NA,0.10957878927193,42.9130790615566,114.857877598363,0.373618945072412,2.67652380370109,7.16377967177853,24,"fall"
"28","core_black_5_NA",0.211717029856801,"core_black","FivePoints","Desert grassland",5,NA,0.177594819316265,42.8273084421429,104.520645313125,0.409749751485365,2.44051398780584,5.95610852467597,24,"fall"
"29","core_blue_1_NA",0.351053565267856,"core_blue","BlueGrama","Plains grassland",1,NA,0.21779879256489,42.84360788582,82.31203317487,0.520502364396707,1.92122085969592,3.69108959173073,21,"fall"
"30","core_blue_2_NA",0.254837216590619,"core_blue","BlueGrama","Plains grassland",2,NA,0.195624136954756,46.7920015677124,96.5161457680565,0.484810092605241,2.06266332993661,4.25458001266517,21,"fall"
"31","core_blue_3_NA",0.334617279897071,"core_blue","BlueGrama","Plains grassland",3,NA,0.196725937857147,63.0966285229358,91.8647119135219,0.686842936843177,1.45593693457217,2.1197523574514,21,"fall"
"32","core_blue_4_NA",0.306256484050558,"core_blue","BlueGrama","Plains grassland",4,NA,0.234611590158172,41.7209412841679,88.5865127144951,0.470962678242343,2.12331050038201,4.5084474810325,21,"fall"
"33","core_blue_5_NA",0.354429860184388,"core_blue","BlueGrama","Plains grassland",5,NA,0.26218721015263,46.1891989952295,73.5734212305863,0.627797351579833,1.59287068905839,2.53723703206135,21,"fall"
"34","core_creosote_1_NA",0.503446294585405,"core_creosote","FivePoints","Desert shrubland",1,NA,0.162254840004312,43.6963887597876,78.686144942315,0.555325067606521,1.80074709090668,3.24269008540888,24,"fall"
"35","core_creosote_2_NA",0.173402147371695,"core_creosote","FivePoints","Desert shrubland",2,NA,0.107630634011843,24.391027029055,70.122124156283,0.347836397178929,2.87491478209394,8.26513500430224,24,"fall"
"36","core_creosote_3_NA",0.363052530505687,"core_creosote","FivePoints","Desert shrubland",3,NA,0.0637199696950308,42.9546663042153,99.6732141050391,0.430954963075117,2.32042808572017,5.38438650099898,24,"fall"
"37","core_creosote_4_NA",0.176706879188611,"core_creosote","FivePoints","Desert shrubland",4,NA,0.0471349446307935,40.713011377549,145.47816088188,0.279856516818395,3.57325965237008,12.7681845432559,24,"fall"
"38","core_creosote_5_NA",0.534712215445853,"core_creosote","FivePoints","Desert shrubland",5,NA,0.0987817163863858,53.8493625037158,166.573115085591,0.323277633824919,3.09331638000537,9.56860622680954,24,"fall"
"39","core_PJ_NA_A",0.730504031002549,"core_PJ","CerroMontosa","Pinon woodland",NA,"A",0.170082308288084,134.869006837515,213.0698136192,0.632980357689496,1.57982785382188,2.49585604771144,20,"fall"
"40","core_PJ_NA_B",0.426463648342876,"core_PJ","CerroMontosa","Pinon woodland",NA,"B",0.110032637971494,40.2082848678028,63.55840083714,0.632619517454997,1.58072897280021,2.49870408544999,20,"fall"
"41","core_PJ_NA_C",0.562037402863316,"core_PJ","CerroMontosa","Pinon woodland",NA,"C",0.0181254907741384,55.6521637392187,83.44728651395,0.666914001210995,1.49944370366221,2.24833142045225,20,"fall"
"42","core_PJ_NA_D",0.830180730901365,"core_PJ","CerroMontosa","Pinon woodland",NA,"D",0.0764505283529753,142.712446669393,196.18801527075,0.727426935189909,1.3747085124624,1.88982349423657,20,"fall"
"43","core_PJ_NA_N",0.467362134124896,"core_PJ","CerroMontosa","Pinon woodland",NA,"N",0.0834316431206364,48.2468121932719,91.6651751739791,0.526337424236632,1.89992190171607,3.6097032326204,20,"fall"
"44","core_PJ_NA_R",0.476018750460263,"core_PJ","CerroMontosa","Pinon woodland",NA,"R",0.16580069598065,59.4525192278325,112.494379485348,0.528493241171891,1.89217178592971,3.58031406746844,20,"fall"
"45","core_PJ_NA_S",0.382345545556349,"core_PJ","CerroMontosa","Pinon woodland",NA,"S",0.206267073590241,42.7799118581813,117.565355982812,0.363881957406192,2.7481439506596,7.55229517354695,20,"fall"
"46","core_PJ_NA_V",0.401590157243169,"core_PJ","CerroMontosa","Pinon woodland",NA,"V",0.0950607641301201,76.6836476523249,174.724730771538,0.438882620186109,2.27851355694137,5.19162402916562,20,"fall"
